txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
19af6781ceebb34e506a1e810b72dd64f6ba775c365160e8383ba995d366b935,"[""bc1qxxfu3lrxsktjw79tvx8rlrryck3p2rfnflw3fmx""]","[""bc1qhtr8znnnl25ew83v9jvcf8zgveyvtz7wcrzd3sr"", ""bc1qxxfu3lrxsktjw79tvx8rlrryck3p2rfnflw3fmx""]",[3.16690334],"[1.57969851, 1.57969851]",0.00750632,P2SH
77effd58483d48fec4be39cc050ea21078f883cdecc2a8a706ef543e7cf70ed8,"[""3iiheu3nJKbDNrRiQ6DKkm2anUn1zt4rpr""]","[""15fThWt6ZRfjuJ2VCKbPogzp9MpqyNEvqw""]",[0.66626667],[0.79910977],0.0001,P2PKH
ac95ddb9abeb0b0a7c43c7f1297654074b1458da69cf5407179218a820aa48ab,"[""1sQnNTdr5tL2RGwYon5tj4wgt7NcNBZ4iC""]","[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna""]",[3.22767524],[3.22022329],0.00745195,P2TR
b177a5f4366defb801c95350cdc6ab60c551b35011fb7a94835650b08d2ea573,"[""3HzYVwrUC7ATFBjnZkBrupW6fB9KFGEkxJ""]","[""bc1qxt97aan0rtle88jzh6l3y479sn7ackkv4tuw8zq"", ""3HzYVwrUC7ATFBjnZkBrupW6fB9KFGEkxJ""]",[1.0064243],"[0.50260554, 0.50260554]",0.00121323,P2TR
7479bbea03f62db1aade007b5f2d795d6815a476578e895394d42f67fa802d4b,"[""1Rm72VSC2fbUu3J168bbCf29kHaMrncW4p""]","[""bc1q02ne29empykyrstzk4j22lhd502k3unt46vhf9q"", ""169DBucqXXYk7T5pvUKNptbmLi2pDr9E88""]",[2.1911047],"[1.09467644, 1.09467644]",0.00175183,P2TR
58cb2e8d9e0ce6925244207a0491c1d04f6f8866c12309dca955ac0f95290f69,"[""bc1qxxfu3lrxsktjw79tvx8rlrryck3p2rfnflw3fmx""]","[""31TJ7MiQ1RCXuQu1mFUNNtYGzfS9k1ti7H"", ""1PkuACUfGRYoiKmtWvqP772AWmEgLyjSHV"", ""bc1qxxfu3lrxsktjw79tvx8rlrryck3p2rfnflw3fmx""]",[1.68122032],"[0.55870868, 0.55870868, 0.55870868]",0.00509429,P2TR
0b28b88729f9363f89b6f1fb4cca9ed827e195ff126d2afcd7ae9080ee289b66,"[""3VoBdKGuEetCniXDRkBpL391SAFtdxhPsf""]","[""bc1qzwm6u69ff8lescra2hfnrlpk3q039pgp8lhqmax""]",[0.63082847],[0.57222258],0.0001,P2PKH
a4b116de9a6770e532dcbbb3768a1ac15cb1a87670edc0131c51407892f97453,"[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]","[""34txehkwyorCYSKkpnbkaSscYs9eJnGRHQ""]",[0.44464453],[0.44452358],0.00012095,P2WSH
64acff573d59ca5c1f6d74d3bf5bac5e7c5fe5abfe6eaaa772142df45a517fd1,"[""1wfN4ML6Thjt9bsHhpNcfUQBzxp1M3oKSc""]","[""3BeDCqjoNG4592zs7v89GB5quD6oQVdDRt"", ""1GuQddsAJNHLaUg64k1az6X1bzmwULRNtz""]",[0.75558843],"[0.37754775, 0.37754775]",0.00049293,P2TR
399b18b9643f0c4e6269a6f4fb4acbf83d91d66cfdea9a71adc25e0ba66246db,"[""1rs86sBAWGtaayXaR5mgt2ggPbxq95qfTx"", ""bc1q4wqy2k4kkhgrp28al77nhpgnfvt73jgsauy2syr""]","[""3ZmkxTTb274dzgEKxW1qF6gp5wUMtGwguV"", ""1rs86sBAWGtaayXaR5mgt2ggPbxq95qfTx""]","[1.10035902, 1.10035902]","[1.09911138, 1.09911138]",0.00249529,P2WSH
e49d03286bb40add26d15c4aff24f09e7063f1e52f5e52aaa5d3b065f8804bf7,"[""18Hqh9hT15FqYjX7HJ3RoT7ub1WF9RcERf"", ""1tKJQpU3eHs3fGoSQSxLBhNoG5RRzBJ6LJ"", ""1XMxYnW2s3PNkM4Ef7ak8MLeqgyUB8iw3C""]","[""1V4YJXqTz34n37ofTgs9av39eUv3h8A3Jo"", ""39vTP8idyC8h48rTALtcnecAyr6rVzbqHj"", ""1XMxYnW2s3PNkM4Ef7ak8MLeqgyUB8iw3C""]","[0.67183957, 0.67183957, 0.67183957]","[0.67037142, 0.67037142, 0.67037142]",0.00440444,P2WPKH
b2a933403ca2861a1321a50cf3777c5497cd6243e7dc46cdcb420e27443a1bb9,"[""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]","[""bc1q0ldt6dl2awt39df445k7urz6zqarhn35se4mxc3"", ""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]",[3.68896781],"[1.84139066, 1.84139066]",0.0061865,P2SH
d4d3ec0a18c2f84490f7632d8dc69bd0fcf089ef6b2d5d6c8db7d1ae57c0cd74,"[""1Cpe6bSxRJ6nHV5P825fFFG46BADPCWsPH""]","[""bc1qec5jxw3r3cvw4mqgf75kjk448zccp8gehhwalug""]",[0.43545774],[0.06699209],0.0001,P2PKH
00c251fbbcd3efdee99dc6cbfd99c29aa7f30132c09776ea9e1cbfc6d87daa29,"[""1xzZzdjY8socfXKCauLoyEKyhSxQ5Z5NVE"", ""3aqg5RH2cMyuNwJ2NH9b7DKikniwNaf9me""]","[""1ap8YnQa9GHK5Rzadmus18GZvk82Shz8sv"", ""3MQZi7uubcz3jMTQTqHU8Bmvw5tbNePSWb""]","[1.47764238, 1.47764238]","[1.47539348, 1.47539348]",0.00449779,P2WSH
abfa0c6a76e46b0c52a991ac07390fd38dce9d024c4f098eb51254337ba60216,"[""3TqYwRDEk7h9jhR47aUbA99F1qRmU9XxUi""]","[""166o84nDCQgw5av5zCeo6ro8w3vSjVPRMu"", ""3G5CnaAAUQYxDJG7Agph3qL6FMWgGz2QTk"", ""3TqYwRDEk7h9jhR47aUbA99F1qRmU9XxUi""]",[1.91222517],"[0.63732657, 0.63732657, 0.63732657]",0.00024547,P2PKH
26fc5ceb99cf42442c5c96121785bd56e95ae34ec979eafa571e4ebc6e18a473,"[""1EqD1SX7sAmUvNLt4vHqUGNhJEMBSJogxX""]","[""1grnaFdt9mTLKtLUXx8CYpCAGgs967Xfmi""]",[0.71921803],[0.91834704],0.0001,P2PKH
f529948edcfc611a103606207ef2020682150288a95c17cacff628ec6ed7b55f,"[""3evMqnPprRBcSPfh6h3tAtYf4juuQm8NkW"", ""3XArQA7YU4xs8CSiUcwbWgG194QoXusTaj""]","[""3E1AznMPaXj46HqvMxHcCvaGQ75Jwoxspa""]","[1.9326216, 1.9326216]",[3.85941521],0.00582799,P2WPKH
d28721a67bcc44c38e72a13e44c49de18acdf64fa8f2884ca3bdb64b9a99f625,"[""39T8VEw2jqV2BcKJdmfXVUJVWYoY2mzt7T""]","[""bc1qau9dks3ujhcamrje6gxhkq90rcddfd99y0srjxx"", ""39T8VEw2jqV2BcKJdmfXVUJVWYoY2mzt7T""]",[2.44543205],"[1.22005461, 1.22005461]",0.00532284,P2PKH
18d37c7fc42f2ed86a80c9abcdb9a05fed75a58378996edf782aca119e8508ae,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""1odAFgPdgSPpdCF9g8MAsNdieNDV5rcC3w""]",[0.01384049],[0.01375238],8.811e-05,P2WPKH
b6a69455a821fc48ba59a9a679a1bdd1e411b6411ea0ad4b77f21c086ae6cf3d,"[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna""]","[""1Eq7we9wHhRUUT9Cbk85mrLnG1jqafsSVL"", ""3s34dvzkS6dsShu3oJN9XZnA5scEu9TFF1""]",[3.66401772],"[1.8249424, 1.8249424]",0.01413292,P2WPKH
e299e327de1c802899c853f026a0ff317a6432dd336369567c292f5d399bee2d,"[""3QLJo9btWqYKjZDDigv8iyBYdimZawigtX""]","[""1MjyXbrU81WA8Nj4jyiFchBzoWGRwtpJrw"", ""3NxFGXgQL6un9oG6yDxn8Xsbo6MaHG63Kk""]",[0.45077253],"[0.22435227, 0.22435227]",0.00206799,P2PKH
a24dd1745ce9eba097078141193410a322b236798bb513377b0cb77095f0bd6a,"[""1Sdsa8X6V3Y2pHqPMsAHXFXcKcYtawze2R"", ""bc1qew6yfrvjp54watyuwq9smxuss9y5jwmye4az607"", ""38dZCVgEkSXn52x6291mZsLgxjXCDpWMur""]","[""1rs86sBAWGtaayXaR5mgt2ggPbxq95qfTx"", ""38dZCVgEkSXn52x6291mZsLgxjXCDpWMur""]","[1.5323223, 1.5323223, 1.5323223]","[2.29470446, 2.29470446]",0.00755798,P2WPKH
4304100af8fc7b2bd73ab025dd889b862847c9b3f2eb2df003b699bdf705d021,"[""1PWQCsctHRd6MGpivdvPjWtcWXjfPo68xp""]","[""bc1qu7c49a0skc0j4u073l6mh5dv8ae3e9w4f35c7ef""]",[0.72276746],[0.14156494],0.0001,P2PKH
9ed2e41fa6d8f5cf08279caea5d6ac7c557300e09deb2c559c4e038203b70491,"[""bc1q4q2vda5v4p58fdzfj4dyjhzh82fmvy2jvawx4dn""]","[""1XvPcaTETyaP3BCBJg4WPZytucUfkNvSCm""]",[0.49400374],[0.01704188],0.0001,P2PKH
a1c9586b1e0dfc2681a0e2783ca3fccde8ab088c4ec5818311a65e77653666f4,"[""bc1qnxqp39rgkh8y02felwe267pcz0x666rc8cwhpwc"", ""bc1qvaz225knvuc7hsw9my8ghhxvra0pcslrnzav8hw""]","[""1Ukx5doK4LnUWUjRxoH3vkjZ4UA3zodH5W""]","[1.73869499, 1.73869499]",[3.46243492],0.01495507,P2WPKH
aeb9433d4d017d75ecde7a60344916811a61b536c09f7836ab14c3d7204d1a09,"[""1wfN4ML6Thjt9bsHhpNcfUQBzxp1M3oKSc"", ""1GuQddsAJNHLaUg64k1az6X1bzmwULRNtz""]","[""1XrgjZ4mhRR8SuyNCS4EbEktoZz1ip58B3"", ""1GuQddsAJNHLaUg64k1az6X1bzmwULRNtz""]","[2.16307868, 2.16307868]","[2.15849423, 2.15849423]",0.00916891,P2SH
2aa01e54a323b05bf27146a7d8f2a77586815918e5a5d7fb5cbc5d09ee26c047,"[""bc1q034j4jzyzgj8sex4lk3g3w757p7dlg4wtcu8gdw"", ""bc1qvt5jsphjfvry3gdn7242gcw8l2wnqk5q0u4dukc""]","[""3Zbns1RnjZzFXgAGG9AHJnMwiVcT81PqPs"", ""342du2Za6me8ZSrWn9YAFxxZ3pxdeA4vGF""]","[0.82979715, 0.82979715]","[0.82883814, 0.82883814]",0.00191804,P2WPKH
dd50540469afcb2e0e3b415e9a92058a9e22b2ce0cb34aebc94dfdc51caff658,"[""bc1q2wdt0gqwgzufs3zg8rt324ghcmxnymk3gcftl76"", ""bc1q7uxz04zsc5s0w2tkk0gvajp8xmvfujat3yzwtjw"", ""bc1q8x9gr6y5u2xwtt9sendkruyx3k2d5acjmfy85gy""]","[""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG"", ""bc1q8x9gr6y5u2xwtt9sendkruyx3k2d5acjmfy85gy""]","[1.18620539, 1.18620539, 1.18620539]","[1.77115526, 1.77115526]",0.01630564,P2WSH
b4933b15984269765dfe6455277a404e9c3f6374730b649239426a2eb075c085,"[""36VH8m9mctiWz3HrZAXbZeiagJMBp7abW5""]","[""1ESsQ4Jvtzu5rDYZctoU3p2ECAmzGobRx5""]",[1.79929516],[1.00202359],0.0001,P2PKH
93f32c94f1a8b285e2847fbc0e655ad7e9d9be9f6af0ccc06c6ebabcc0fbef74,"[""1hSe33qLJxZ8d2sagvPcJFSMhtpwvEfDDH""]","[""1zqkQWicsuLQRSWm258insVbLJvZXB6Kyw""]",[0.75527914],[0.56088178],0.0001,P2PKH
9d90b386349e5de07d72d9ad9a6ec3ec32a1d1a40d745bbe9eaccb9d6ff453b0,"[""3SbvYESFG3pWcWPk4EWabgHoxAvJsMXbB7""]","[""3vA3QFSCFF3H6gSFis8F5aaXffoQdEKrKY""]",[0.62964887],[0.98900201],0.0001,P2PKH
99982de135abf0dfe5dfd9e2bf5a1fc73b26eeb29a5eee8f54361cd586a8d2f9,"[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]","[""3gNtpJ3DrnpKykL4iDwynvFYUBuE1UEEFM""]",[0.44463028],[0.44452358],0.0001067,P2WSH
fbbf53f1d8f22852cd5242395a7ba0698ad5c88f85891bca9dd9fbdd49639aab,"[""bc1q246x5rsxf2sxnqas2fr6wgzapue4vnk5xkdrsvl""]","[""1H3GNw96YAWH8C67hmwerUgXjqXFataTbK""]",[0.46563066],[0.07606272],0.0001,P2PKH
ec1a6f688f6be7c989d96760e42d89104784b290bd1d137706fe2c5ba6f80663,"[""3ufWrqsB68GomBgL6MkJnLGJrUsaw5tWsP"", ""bc1qvrs46t5nfrzl5mgkufycueen44h5lgdvpkjxh83""]","[""3Kr48vSJd4gZJP6kEbf1PotcLwnTLC6b4n"", ""bc1qvrs46t5nfrzl5mgkufycueen44h5lgdvpkjxh83""]","[2.24922592, 2.24922592]","[2.24892414, 2.24892414]",0.00060357,P2WPKH
ebf7b2413e3a06f8352047a9b26b28c43143105f71e22131254d95ebf56a80eb,"[""bc1q4cm5g5trz04sqjjghe905djrzae96q33e0sjker""]","[""bc1qknl5q6f47yrr3gnkx5g0umzdgqc5gh3dqzuu36j"", ""3uDoCeNr6nrNygA4MUw7WLS9iF7QJbBkmz""]",[1.85266222],"[0.92556758, 0.92556758]",0.00152706,P2WSH
ccce93cc2a607b024c10487484cca16731adeb8c02cdb5b95630cf92baff330d,"[""39TYP7htyunjievzbqwRV67Z3eYuf8feEg""]","[""bc1qpemq4enm7yeeygdfzh434j0mc7k83k84e9aja5l""]",[0.63029274],[0.77929564],0.0001,P2PKH
aeeda820f6c08168f5447ff5c0c08b87da6ea14424695c565a0348d68339abfc,"[""bc1q29lwt2l2tcdhnjxcag7wvhlnslff8mq6kg33ayp""]","[""1ap8YnQa9GHK5Rzadmus18GZvk82Shz8sv"", ""3MQZi7uubcz3jMTQTqHU8Bmvw5tbNePSWb""]",[1.97821412],"[0.98451046, 0.98451046]",0.00919319,P2TR
e5f00f19219114625e177f2b6069775f089ec8da8781f0a115e3274fe49e7515,"[""bc1q9f96nm70xv35d0kw9je8p8fcjc0sjg3l3ccwxdh"", ""bc1qcflwt6wlc8ejtk59yxxptg32kfgml4r7ealmym8""]","[""bc1q4qk6ldyzvhr2uyccylysq5wh5yd4mzrcjv72ygz"", ""bc1qcflwt6wlc8ejtk59yxxptg32kfgml4r7ealmym8""]","[1.74980661, 1.74980661]","[1.7472203, 1.7472203]",0.0051726,P2SH
e89d69207ebcfbe509943a12d8ae022ab57e70a3cc27819dc66cf354b167bbdd,"[""bc1qnzdaalmuhfxysjmsyef43m9wr48xc4zdk9auc8g"", ""34YryKNgoXbDPYT9wqVTb9fohbJz8zhUqV""]","[""bc1qnrp7e7clenmr3s9rxthkc0myt6rxlcq60f9gkd5"", ""bc1qnzdaalmuhfxysjmsyef43m9wr48xc4zdk9auc8g""]","[0.33218627, 0.33218627]","[0.33071875, 0.33071875]",0.00293505,P2WPKH
50c24febe45761815ac772be994a874ca1a2f1370d2eceef740eb51311fbe1a7,"[""bc1qgncm6ak5c3nc7f9499svd3yjg2kyy2pan40jte2""]","[""bc1q84zaj0jw3697zr6cv04z6uu5qyy3vjx42jaf7dl"", ""3BvLrKV47UrHMaWQi7Z5JTbEFAU4DhSyZL""]",[1.87725232],"[0.93833971, 0.93833971]",0.0005729,P2PKH
150b354d0d353730a530737a77ec59f73db94f621a2331e7c16bd49025e3ad76,"[""1EqD1SX7sAmUvNLt4vHqUGNhJEMBSJogxX""]","[""3TurNAa5qdWX5PyR3f4stJbdScLWd7pPpu""]",[0.34971065],[0.96796344],0.0001,P2PKH
4157bc758734cf5b031c6d78b4a3dd3d758307876f139e51b50f64c8ece186aa,"[""bc1qzu53u6wrlvnv6elrtxqhc4kx65e8l7p0knql5rg"", ""bc1q034j4jzyzgj8sex4lk3g3w757p7dlg4wtcu8gdw""]","[""1cBXbg9fJpM7vfwpi51w9fKPinU4axH6zB"", ""342du2Za6me8ZSrWn9YAFxxZ3pxdeA4vGF""]","[0.47060322, 0.47060322]","[0.47035049, 0.47035049]",0.00050545,P2TR
8f954f70b671426a60af8a005f2b29a03f8d852e50d9984ad1b96169068a314d,"[""1hSe33qLJxZ8d2sagvPcJFSMhtpwvEfDDH""]","[""1qkLmoEMozNNUSMGEw9BvXkU6QKRAayNSS""]",[0.173038],[0.37091264],0.0001,P2PKH
8a99634780ad7a226ce2d3afdd71dcd059d018f39248132c199e400c88b43f49,"[""1x1frj7XEV4zi6vuXhNy568p5ZSxEGKohj""]","[""bc1q03hhadzyqsrxmru05symdqrlhug2uj9f4e7tn0x"", ""3NZeLoy6AsVF9cUiZEmFKL9KZQ1hkoYKeK"", ""bc1qnnckm4fsshfpu70r0nsllaymjt4c7cqzgppes5s""]",[4.85151324],"[1.60950834, 1.60950834, 1.60950834]",0.02298822,P2TR
594648452865b6d92adcf584de4f0650a63a987c9295599dda832650dd25125c,"[""bc1qlk4vusgpxkgw7z44atrfuvlsku0nzx73kpaf0hq""]","[""1tKJQpU3eHs3fGoSQSxLBhNoG5RRzBJ6LJ"", ""18Hqh9hT15FqYjX7HJ3RoT7ub1WF9RcERf""]",[4.6306964],"[2.31447109, 2.31447109]",0.00175422,P2WSH
8a011416f841f243336a7fde4bad832d2011324b8c960238e5efef7d86987b9e,"[""bc1q70dmce3q760jat4v57z37zwc59pvxku5tz5hyxh"", ""1H4PzFpB5yCPe7YSc7SG35jn2Ve13P9LP1""]","[""17HhVsXdJyY8MSeH4sEweQLeKbhqSJ8nAG"", ""1H4PzFpB5yCPe7YSc7SG35jn2Ve13P9LP1""]","[0.34257948, 0.34257948]","[0.34118537, 0.34118537]",0.00278821,P2WSH
314fb23a15a0c16ff28ba51218017281d4d936e9a126a19834f5710df4a0e6d4,"[""bc1q603szws3vnxqjjqasshgmfgr83f57gympllxr55"", ""1hv5YLjzCi3CYFsruytTiu4RwW2bh83Zoh""]","[""3NHr9HxcAYBBiuoA7zaSNCify9TyX82wmw"", ""17HhVsXdJyY8MSeH4sEweQLeKbhqSJ8nAG""]","[1.35214715, 1.35214715]","[1.34988706, 1.34988706]",0.00452019,P2WPKH
1bf695abae039e6da83ae4efb4b30be49b97052b2ea089895c1bf6f6a711fb51,"[""3wAmxmkMidN4PRFUvMh2f9cw9FafA76iPh""]","[""3Ht3cFJQY4H8CtXdooznMYVuWPBKDtn4zX"", ""3G5CnaAAUQYxDJG7Agph3qL6FMWgGz2QTk"", ""3wAmxmkMidN4PRFUvMh2f9cw9FafA76iPh""]",[2.36690301],"[0.78852655, 0.78852655, 0.78852655]",0.00132337,P2SH
f95f8afdf8a2dbd723e6d5d2359e57d2dfa6f3e30551e47cd55a61ca9c69d0f0,"[""3MQZi7uubcz3jMTQTqHU8Bmvw5tbNePSWb"", ""1ap8YnQa9GHK5Rzadmus18GZvk82Shz8sv""]","[""bc1qhtr8znnnl25ew83v9jvcf8zgveyvtz7wcrzd3sr"", ""3MQZi7uubcz3jMTQTqHU8Bmvw5tbNePSWb""]","[1.20562226, 1.20562226]","[1.20487304, 1.20487304]",0.00149845,P2PKH
fc54b0d886742f9683168b6db10a14c318910b498517eef4caf6d31eb757f4d6,"[""bc1q4nh49fvrcxf7emzuxwcn8wdchc4w3hucqs2cewn""]","[""1oXcPWGb34xoWAjgSG2cZDFmKyj7u6xuXo""]",[1.73704428],[1.92810374],0.0001,P2PKH
1bf1eecf0362b9cb614f6ccfe0540af9d5b7317d1b6068eb6880da41f71ea63b,"[""1EqD1SX7sAmUvNLt4vHqUGNhJEMBSJogxX""]","[""1uA9UKJcJSpYPSRoaS9Cno4RrQYPxDS3gp""]",[0.94884027],[0.25735508],0.0001,P2PKH
9263ed0c2ead6509d535af602f27b203d8682e553a4e47b1f3efc22f44ebf3e2,"[""3XArQA7YU4xs8CSiUcwbWgG194QoXusTaj"", ""3evMqnPprRBcSPfh6h3tAtYf4juuQm8NkW"", ""3bZ29yzZouaPPx4PULxeJAgBpb2CuPCHXT""]","[""3zacWrr4uy1Zy7H2SbdiQSDB9ZqMRHs81e"", ""bc1q84zaj0jw3697zr6cv04z6uu5qyy3vjx42jaf7dl""]","[0.19821367, 0.19821367, 0.19821367]","[0.29665654, 0.29665654]",0.00132794,P2SH
feace7914aeac1be1e6ed569b5ef3b2354297505e463dcfc60dfab910bd9f045,"[""bc1q4q2vda5v4p58fdzfj4dyjhzh82fmvy2jvawx4dn""]","[""bc1qztclq33fd0yxn40vtqrzn2sqfhdgncgjqqh7rac""]",[0.90835646],[0.25758839],0.0001,P2PKH
9b1fd11f459d59283b3d1d49df24e944831a62ce2195df654baa94577357c51b,"[""3aqg5RH2cMyuNwJ2NH9b7DKikniwNaf9me""]","[""3NZeLoy6AsVF9cUiZEmFKL9KZQ1hkoYKeK"", ""bc1q03hhadzyqsrxmru05symdqrlhug2uj9f4e7tn0x""]",[0.66288135],"[0.33132289, 0.33132289]",0.00023558,P2WPKH
38620e26915ee313c6328485e85397eafed59d0d2d5b2efea141610204d74c31,"[""bc1qlk4vusgpxkgw7z44atrfuvlsku0nzx73kpaf0hq"", ""bc1qt58lse5uu6q3gyu4zv7n588yla23xy3emfksyll"", ""3MKb2JzczS93pCNkr74xvsp1h7T2DYCXGV""]","[""bc1q603szws3vnxqjjqasshgmfgr83f57gympllxr55""]","[0.08998223, 0.08998223, 0.08998223]",[0.26980012],0.00014657,P2SH
84f1cc681e355eb7e75373d7dda9cae9551fdceab1012e5728deb3a5d9ba3fdf,"[""bc1q7peykma8hacmhf6a9qvd0tvzhfak3r2empaf5jw"", ""bc1qnzdaalmuhfxysjmsyef43m9wr48xc4zdk9auc8g"", ""3xffvdVoLDav4LukjenySEGH7LbBwa8KPj""]","[""3p5AJkaH8ghwWV53SKF6xqaxzfG3kUevBa"", ""bc1q6l0d2r9d04vcpzgrcm6qmwpsn0wpgyfu0q5ekfq"", ""34YryKNgoXbDPYT9wqVTb9fohbJz8zhUqV""]","[0.52725018, 0.52725018, 0.52725018]","[0.52481532, 0.52481532, 0.52481532]",0.00730459,P2WPKH
a3580dbc2975ee4e9d9a78f6e21927693f148ed9ec0c6bee77309d0e64465fa2,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""1dHi4iabcXvMPHaxD4NbdjSMfQNnJ9zSjT""]",[0.02074571],[0.02070638],3.933e-05,P2WPKH
0276b4e6e3bddc061566745a6464e1e4b24f83b3ca67752912e62b79ea2b11e0,"[""1Ukx5doK4LnUWUjRxoH3vkjZ4UA3zodH5W"", ""bc1qu4lyyemukanwd6v8dq0hkgajpp0tj7zhsmcgssn""]","[""1ap8YnQa9GHK5Rzadmus18GZvk82Shz8sv"", ""1EV3XXWvHPkx3wtjRHtKMAHVDAwGc7EH6Z"", ""1Ukx5doK4LnUWUjRxoH3vkjZ4UA3zodH5W""]","[2.43112405, 2.43112405]","[1.61527874, 1.61527874, 1.61527874]",0.01641187,P2WSH
784af78a435733c8b92f50ef52459c25af525bbbaaac752e7ce768b5384f5c2e,"[""1FMD6P2VTFZqFjWATsq1KG6vkfvEWeqzYk""]","[""bc1qfzkrwjptfy8tzh056284vq3mcv5hdev4j9c739u""]",[0.2675132],[0.09072732],0.0001,P2PKH
b5aa6377fb4293d1f956a0b7ac3d28aa64725e2b882e21de613550e3d5784167,"[""bc1qk6hknw20duukn9820j4n36vd0hrtxg4rqgmjl2e""]","[""bc1qcrvlcz6m8l56tteqe9qxdxh0tnfcseqfqlpm9xx""]",[0.13618638],[0.76931954],0.0001,P2PKH
ed1f474d360323f9201d6f704ab0b0bbc133911ac29e8c468a85a2a136f75773,"[""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]","[""3h9ZoxAKnieHMgLUSmV7e5HptCjdjtrdpa"", ""bc1qxpgu35yvujmysztq87l4cy9jjmyh7pc8g84seva"", ""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]",[3.68583756],"[1.22317679, 1.22317679, 1.22317679]",0.01630718,P2SH
f8c0a75b1cb8ad447dc2b1d9a6f5905c356e1ecf5eb4ab45e9dff159471ff47d,"[""3LthH1w5iVkheVn6DhJaUXRkLhGF7C7YmB""]","[""3yoNn1YTgfapw7E2tZvD4puJQ9wJV6t8Tf"", ""bc1qh3n88dq24v9wynqvjq5ywpvx2cvc6gzq3lt5c5c""]",[0.13095831],"[0.06532457, 0.06532457]",0.00030917,P2TR
a31bab864e574a665b801ad9540f0df06fe39c043c87273f07fa7cfef45eed62,"[""bc1qau9dks3ujhcamrje6gxhkq90rcddfd99y0srjxx""]","[""18Hqh9hT15FqYjX7HJ3RoT7ub1WF9RcERf""]",[1.1100636],[1.10986165],0.00020195,P2WPKH
acf67dfe501bc5a58ded4341e1677f0fe077eb5118bc3c8d61ed045542c879d5,"[""34YryKNgoXbDPYT9wqVTb9fohbJz8zhUqV"", ""3xffvdVoLDav4LukjenySEGH7LbBwa8KPj""]","[""3G5CnaAAUQYxDJG7Agph3qL6FMWgGz2QTk"", ""166o84nDCQgw5av5zCeo6ro8w3vSjVPRMu"", ""34YryKNgoXbDPYT9wqVTb9fohbJz8zhUqV""]","[2.49258072, 2.49258072]","[1.65790084, 1.65790084, 1.65790084]",0.01145892,P2WSH
97b529b2a31950302ee7d122749af12ba8a0fe830cbc5886ed01a7af09909437,"[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]","[""14D8KDVfsMwNhAuffEWxmD3Z6ZvfezEB6r""]",[0.44468404],[0.44452358],0.00016046,P2WSH
706d101bb12c25670227d434d5a07b52271ca2436a6783805ba85cd8c0f49151,"[""bc1qgncm6ak5c3nc7f9499svd3yjg2kyy2pan40jte2""]","[""3GW8kwTa1LEkaiwfqEJfpa9Nj7WCnT9RQ6""]",[1.54049692],[1.53836205],0.00213487,P2WSH
c060baa1e2092b91208f5a94ac825b0fc1552fc5bc915b7e329d0919b84c247c,"[""3BTf4hDNFb7qqXnUFifQv5MZQhhEtyp2Rc""]","[""bc1qq28vyy5f8xw4eakazd5fwmdmer5xk0m30cpvzkf""]",[1.2829075],[1.07024843],0.0001,P2PKH
75595c06fd4534fae3ecafcb1b474d2e2c29d52378c72fad244bcd43f83a38bf,"[""1PWQCsctHRd6MGpivdvPjWtcWXjfPo68xp""]","[""1y1wVdDRpastHvX396BGyJJZwFMnKmwqac""]",[0.40175976],[0.90199646],0.0001,P2PKH
3b5ccdc47716ad4808a7a4f314b1d243b2d0e5bed5f70652cf8d774330978a1d,"[""3XArQA7YU4xs8CSiUcwbWgG194QoXusTaj""]","[""1LX7Ca6WoTWT4ToiPpka3L4zw5w2QmmyeR""]",[4.73597746],[4.7228352],0.01314226,P2TR
0c200c79d6f94a44bf518f4dc56bf541094e8a550a01c4a26dbd93e1bfe43fbe,"[""3DpCLk3df8tTbWx1jZSavnuhBp7fcKtRch""]","[""1cxgtXE5qWxRNN7vFYm7JJDjZDJwep3TcV"", ""31TJ7MiQ1RCXuQu1mFUNNtYGzfS9k1ti7H"", ""3DpCLk3df8tTbWx1jZSavnuhBp7fcKtRch""]",[1.08481348],"[0.36152614, 0.36152614, 0.36152614]",0.00023506,P2PKH
03114c13bdecba669235be915d4fbcec2178f8089cf32afd4cd50969eda2264e,"[""bc1q8cc726hd4tcw8ugeetayz9263fwj5z02990canj""]","[""bc1q5qrx8kjxn4wqvvsu0tfz286r6spww60jle63ncm""]",[0.06848476],[0.16452463],0.0001,P2PKH
