txid,timestamp,inputs,outputs,input_amount,output_amount,fee
tx_267262_232878163,2025-09-12T23:42:50.534433,"[""wallet_267262""]","[""wallet_232878163""]",0.3047,5.6494,0.0043
tx_230517601_232025998,2025-09-12T23:43:50.534433,"[""wallet_230517601""]","[""wallet_232025998""]",5.7022,4.8377,0.0038
tx_230548968_87823698,2025-09-12T23:44:50.534433,"[""wallet_230548968""]","[""wallet_87823698""]",6.1912,5.9093,0.0034
tx_230411242_2880930,2025-09-12T23:45:50.534433,"[""wallet_230411242""]","[""wallet_2880930""]",7.4776,1.4429,0.0035
tx_232673965_230652612,2025-09-12T23:46:50.534433,"[""wallet_232673965""]","[""wallet_230652612""]",8.7495,0.6017,0.0019
tx_230459078_230559750,2025-09-12T23:47:50.534433,"[""wallet_230459078""]","[""wallet_230559750""]",4.3166,2.2932,0.0012
tx_14546770_232897813,2025-09-12T23:48:50.534433,"[""wallet_14546770""]","[""wallet_232897813""]",8.9464,9.7382,0.004
tx_230519593_230519589,2025-09-12T23:49:50.534433,"[""wallet_230519593""]","[""wallet_230519589""]",1.1055,6.5098,0.0016
tx_232022790_230575895,2025-09-12T23:50:50.534433,"[""wallet_232022790""]","[""wallet_230575895""]",0.7756,2.4532,0.0022
tx_7089453_230523196,2025-09-12T23:51:50.534433,"[""wallet_7089453""]","[""wallet_230523196""]",4.2031,4.3974,0.0004
tx_234441421_233307261,2025-09-12T23:52:50.534433,"[""wallet_234441421""]","[""wallet_233307261""]",7.607,4.6438,0.0037
tx_232000575_232022460,2025-09-12T23:53:50.534433,"[""wallet_232000575""]","[""wallet_232022460""]",8.2096,4.7073,0.0047
tx_63113839_200165930,2025-09-12T23:54:50.534433,"[""wallet_63113839""]","[""wallet_200165930""]",5.4387,8.9378,0.0035
tx_230429601_9873432,2025-09-12T23:55:50.534433,"[""wallet_230429601""]","[""wallet_9873432""]",7.7668,1.313,0.0001
tx_19559657_63073396,2025-09-12T23:56:50.534433,"[""wallet_19559657""]","[""wallet_63073396""]",6.8764,6.9754,0.001
tx_4049602_226889376,2025-09-12T23:57:50.534433,"[""wallet_4049602""]","[""wallet_226889376""]",1.4707,1.3315,0.0001
tx_7089467_7089453,2025-09-12T23:58:50.534433,"[""wallet_7089467""]","[""wallet_7089453""]",1.9308,3.7949,0.0015
tx_76865969_232951102,2025-09-12T23:59:50.534433,"[""wallet_76865969""]","[""wallet_232951102""]",6.893,1.6729,0.0031
tx_232431888_2758467,2025-09-13T00:00:50.534433,"[""wallet_232431888""]","[""wallet_2758467""]",1.3163,1.6947,0.0047
tx_232073375_75604019,2025-09-13T00:01:50.534433,"[""wallet_232073375""]","[""wallet_75604019""]",9.9402,3.8846,0.0033
tx_3775711_3757070,2025-09-13T00:02:50.534433,"[""wallet_3775711""]","[""wallet_3757070""]",0.2001,4.2919,0.0012
tx_230642332_230522938,2025-09-13T00:03:50.534433,"[""wallet_230642332""]","[""wallet_230522938""]",6.676,1.0464,0.0016
tx_232343693_232661983,2025-09-13T00:04:50.534433,"[""wallet_232343693""]","[""wallet_232661983""]",1.8491,3.9946,0.0032
tx_209761201_87823720,2025-09-13T00:05:50.534433,"[""wallet_209761201""]","[""wallet_87823720""]",4.9666,0.6934,0.0008
tx_232026318_27279853,2025-09-13T00:06:50.534433,"[""wallet_232026318""]","[""wallet_27279853""]",3.1492,10.2427,0.0029
tx_89273_230466907,2025-09-13T00:07:50.534433,"[""wallet_89273""]","[""wallet_230466907""]",5.5631,5.8273,0.0038
tx_89273_27527984,2025-09-13T00:08:50.534433,"[""wallet_89273""]","[""wallet_27527984""]",8.6678,8.7555,0.0035
tx_232422626_232423385,2025-09-13T00:09:50.534433,"[""wallet_232422626""]","[""wallet_232423385""]",0.8316,8.4653,0.0049
tx_230406816_75598316,2025-09-13T00:10:50.534433,"[""wallet_230406816""]","[""wallet_75598316""]",4.5843,1.4192,0.0017
tx_1913117_231590190,2025-09-13T00:11:50.534433,"[""wallet_1913117""]","[""wallet_231590190""]",1.1755,9.8975,0.001
tx_230455519_230530826,2025-09-13T00:12:50.534433,"[""wallet_230455519""]","[""wallet_230530826""]",6.5575,10.4924,0.0033
tx_230354384_230473578,2025-09-13T00:13:50.534433,"[""wallet_230354384""]","[""wallet_230473578""]",7.3115,2.6215,0.0035
tx_231996116_230473483,2025-09-13T00:14:50.534433,"[""wallet_231996116""]","[""wallet_230473483""]",3.1237,3.3926,0.0024
tx_3159546_91058483,2025-09-13T00:15:50.534433,"[""wallet_3159546""]","[""wallet_91058483""]",7.1719,2.9789,0.0049
tx_230518318_230522135,2025-09-13T00:16:50.534433,"[""wallet_230518318""]","[""wallet_230522135""]",6.8654,2.4197,0.0006
tx_232419638_99506345,2025-09-13T00:17:50.534433,"[""wallet_232419638""]","[""wallet_99506345""]",3.749,6.131,0.0047
tx_34795430_230677203,2025-09-13T00:18:50.534433,"[""wallet_34795430""]","[""wallet_230677203""]",7.5349,4.3419,0.0017
tx_232465856_230521269,2025-09-13T00:19:50.534433,"[""wallet_232465856""]","[""wallet_230521269""]",8.2223,4.6965,0.001
tx_232005229_230578968,2025-09-13T00:20:50.534433,"[""wallet_232005229""]","[""wallet_230578968""]",9.0259,0.896,0.0002
tx_27456320_230658142,2025-09-13T00:21:50.534433,"[""wallet_27456320""]","[""wallet_230658142""]",8.8812,5.662,0.0005
tx_230592565_3084050,2025-09-13T00:22:50.534433,"[""wallet_230592565""]","[""wallet_3084050""]",7.1953,7.5631,0.0011
tx_234442465_234442466,2025-09-13T00:23:50.534433,"[""wallet_234442465""]","[""wallet_234442466""]",9.4655,0.4642,0.0032
tx_230411264_199519672,2025-09-13T00:24:50.534433,"[""wallet_230411264""]","[""wallet_199519672""]",0.6546,0.9363,0.0011
tx_230439288_32477879,2025-09-13T00:25:50.534433,"[""wallet_230439288""]","[""wallet_32477879""]",5.9041,3.0902,0.0028
tx_232073368_230530293,2025-09-13T00:26:50.534433,"[""wallet_232073368""]","[""wallet_230530293""]",2.7131,4.6992,0.0003
tx_230530282_75601025,2025-09-13T00:27:50.534433,"[""wallet_230530282""]","[""wallet_75601025""]",2.1027,6.6413,0.0008
tx_234452271_74478273,2025-09-13T00:28:50.534433,"[""wallet_234452271""]","[""wallet_74478273""]",3.7014,4.136,0.0022
tx_75604013_75600715,2025-09-13T00:29:50.534433,"[""wallet_75604013""]","[""wallet_75600715""]",8.5786,8.0498,0.0038
tx_131659143_230473482,2025-09-13T00:30:50.534433,"[""wallet_131659143""]","[""wallet_230473482""]",4.1475,0.8954,0.0038
tx_15012684_232470495,2025-09-13T00:31:50.534433,"[""wallet_15012684""]","[""wallet_232470495""]",3.5423,0.7088,0.0027
tx_230658282_230658142,2025-09-13T00:32:50.534433,"[""wallet_230658282""]","[""wallet_230658142""]",7.8922,9.319,0.0011
tx_230594153_232975279,2025-09-13T00:33:50.534433,"[""wallet_230594153""]","[""wallet_232975279""]",2.8486,0.9658,0.0039
tx_230442140_232919400,2025-09-13T00:34:50.534433,"[""wallet_230442140""]","[""wallet_232919400""]",6.9722,8.0654,0.0008
tx_97752002_230455950,2025-09-13T00:35:50.534433,"[""wallet_97752002""]","[""wallet_230455950""]",2.9324,10.3441,0.0039
tx_230456385_230456384,2025-09-13T00:36:50.534433,"[""wallet_230456385""]","[""wallet_230456384""]",0.9539,7.4495,0.0038
tx_232350655_232046855,2025-09-13T00:37:50.534433,"[""wallet_232350655""]","[""wallet_232046855""]",3.2007,9.7763,0.0032
tx_230530229_75600717,2025-09-13T00:38:50.534433,"[""wallet_230530229""]","[""wallet_75600717""]",6.6699,2.3585,0.0014
tx_14196754_232431912,2025-09-13T00:39:50.534433,"[""wallet_14196754""]","[""wallet_232431912""]",8.7879,5.6215,0.0032
tx_75605330_230530200,2025-09-13T00:40:50.534433,"[""wallet_75605330""]","[""wallet_230530200""]",9.2749,9.0575,0.005
tx_63437052_232447736,2025-09-13T00:41:50.534433,"[""wallet_63437052""]","[""wallet_232447736""]",8.1553,0.6037,0.0049
tx_232949441_182449541,2025-09-13T00:42:50.534433,"[""wallet_232949441""]","[""wallet_182449541""]",9.9383,8.6699,0.0025
tx_230459331_230459327,2025-09-13T00:43:50.534433,"[""wallet_230459331""]","[""wallet_230459327""]",5.8331,2.1789,0.0001
tx_230419201_82945549,2025-09-13T00:44:50.534433,"[""wallet_230419201""]","[""wallet_82945549""]",9.72,6.6317,0.002
tx_2928492_230621641,2025-09-13T00:45:50.534433,"[""wallet_2928492""]","[""wallet_230621641""]",4.3089,6.6486,0.0045
tx_230442139_232921766,2025-09-13T00:46:50.534433,"[""wallet_230442139""]","[""wallet_232921766""]",10.128,10.0148,0.0019
tx_232654499_75605397,2025-09-13T00:47:50.534433,"[""wallet_232654499""]","[""wallet_75605397""]",9.4587,9.0182,0.0016
tx_231993121_232339043,2025-09-13T00:48:50.534433,"[""wallet_231993121""]","[""wallet_232339043""]",1.6329,9.1964,0.0026
tx_230418055_230417572,2025-09-13T00:49:50.534433,"[""wallet_230418055""]","[""wallet_230417572""]",2.5725,9.5661,0.0021
tx_230418124_90935592,2025-09-13T00:50:50.534433,"[""wallet_230418124""]","[""wallet_90935592""]",10.0264,5.9392,0.0038
tx_55987701_63231373,2025-09-13T00:51:50.534433,"[""wallet_55987701""]","[""wallet_63231373""]",4.9758,10.1219,0.0028
tx_28257801_230468835,2025-09-13T00:52:50.534433,"[""wallet_28257801""]","[""wallet_230468835""]",2.8183,7.765,0.0045
tx_230431949_230569376,2025-09-13T00:53:50.534433,"[""wallet_230431949""]","[""wallet_230569376""]",2.9845,7.2916,0.0008
tx_232948277_56657550,2025-09-13T00:54:50.534433,"[""wallet_232948277""]","[""wallet_56657550""]",5.0944,1.971,0.0002
tx_230659461_230658142,2025-09-13T00:55:50.534433,"[""wallet_230659461""]","[""wallet_230658142""]",9.2762,2.6458,0.0024
tx_230347375_43560505,2025-09-13T00:56:50.534433,"[""wallet_230347375""]","[""wallet_43560505""]",6.021,10.107,0.0039
tx_231994202_34300945,2025-09-13T00:57:50.534433,"[""wallet_231994202""]","[""wallet_34300945""]",7.0652,2.1141,0.0028
tx_232894488_232894494,2025-09-13T00:58:50.534433,"[""wallet_232894488""]","[""wallet_232894494""]",10.3137,0.6224,0.0032
tx_230330942_230330948,2025-09-13T00:59:50.534433,"[""wallet_230330942""]","[""wallet_230330948""]",4.4788,3.9391,0.0046
tx_3912534_230527759,2025-09-13T01:00:50.534433,"[""wallet_3912534""]","[""wallet_230527759""]",3.9539,2.8772,0.0024
tx_232010159_183837394,2025-09-13T01:01:50.534433,"[""wallet_232010159""]","[""wallet_183837394""]",3.5311,6.573,0.0005
tx_22772202_6085837,2025-09-13T01:02:50.534433,"[""wallet_22772202""]","[""wallet_6085837""]",5.0782,10.3696,0.0021
tx_5343618_3890589,2025-09-13T01:03:50.534433,"[""wallet_5343618""]","[""wallet_3890589""]",10.4709,6.0929,0.0046
tx_232921375_230548642,2025-09-13T01:04:50.534433,"[""wallet_232921375""]","[""wallet_230548642""]",0.4013,8.7887,0.0024
tx_232631381_34795430,2025-09-13T01:05:50.534433,"[""wallet_232631381""]","[""wallet_34795430""]",8.9908,2.5616,0.0044
tx_230348399_2881273,2025-09-13T01:06:50.534433,"[""wallet_230348399""]","[""wallet_2881273""]",3.6963,2.5475,0.0019
tx_5530440_230454323,2025-09-13T01:07:50.534433,"[""wallet_5530440""]","[""wallet_230454323""]",2.804,10.3653,0.001
tx_230448391_3916897,2025-09-13T01:08:50.534433,"[""wallet_230448391""]","[""wallet_3916897""]",1.429,7.9274,0.0021
tx_209416370_36148473,2025-09-13T01:09:50.534433,"[""wallet_209416370""]","[""wallet_36148473""]",6.5103,6.428,0.0034
tx_14180211_232914298,2025-09-13T01:10:50.534433,"[""wallet_14180211""]","[""wallet_232914298""]",7.7146,0.3917,0.0047
tx_230440953_230441651,2025-09-13T01:11:50.534433,"[""wallet_230440953""]","[""wallet_230441651""]",3.3183,3.2321,0.005
tx_230518396_3859898,2025-09-13T01:12:50.534433,"[""wallet_230518396""]","[""wallet_3859898""]",7.891,2.8128,0.0038
tx_232958835_230566430,2025-09-13T01:13:50.534433,"[""wallet_232958835""]","[""wallet_230566430""]",10.336,4.7585,0.0014
tx_28023222_230439622,2025-09-13T01:14:50.534433,"[""wallet_28023222""]","[""wallet_230439622""]",4.6509,4.1844,0.0039
tx_1913117_2717498,2025-09-13T01:15:50.534433,"[""wallet_1913117""]","[""wallet_2717498""]",7.2545,7.8182,0.0023
tx_230334382_232014177,2025-09-13T01:16:50.534433,"[""wallet_230334382""]","[""wallet_232014177""]",7.22,1.735,0.0036
tx_75598645_230642389,2025-09-13T01:17:50.534433,"[""wallet_75598645""]","[""wallet_230642389""]",6.6525,1.434,0.0031
tx_231035659_232903496,2025-09-13T01:18:50.534433,"[""wallet_231035659""]","[""wallet_232903496""]",3.136,7.9185,0.0043
tx_8427180_232036675,2025-09-13T01:19:50.534433,"[""wallet_8427180""]","[""wallet_232036675""]",8.6337,3.8649,0.0036
tx_232026322_230411721,2025-09-13T01:20:50.534433,"[""wallet_232026322""]","[""wallet_230411721""]",7.0271,8.7771,0.0031
tx_230430136_232023157,2025-09-13T01:21:50.534433,"[""wallet_230430136""]","[""wallet_232023157""]",5.6057,4.7451,0.0049
tx_230464776_230464771,2025-09-13T01:22:50.534433,"[""wallet_230464776""]","[""wallet_230464771""]",1.2121,1.7324,0.0018
tx_99497598_230648169,2025-09-13T01:23:50.534433,"[""wallet_99497598""]","[""wallet_230648169""]",4.1264,5.2681,0.0031
tx_230461031_230461033,2025-09-13T01:24:50.534433,"[""wallet_230461031""]","[""wallet_230461033""]",4.8777,7.2062,0.005
tx_232010785_230550393,2025-09-13T01:25:50.534433,"[""wallet_232010785""]","[""wallet_230550393""]",5.319,8.5337,0.0029
tx_230594082_189319494,2025-09-13T01:26:50.534433,"[""wallet_230594082""]","[""wallet_189319494""]",6.2487,4.7101,0.0017
tx_232813397_230537138,2025-09-13T01:27:50.534433,"[""wallet_232813397""]","[""wallet_230537138""]",5.0438,7.4423,0.0049
tx_230456719_232438397,2025-09-13T01:28:50.534433,"[""wallet_230456719""]","[""wallet_232438397""]",1.8761,9.9169,0.0033
tx_89273_230524982,2025-09-13T01:29:50.534433,"[""wallet_89273""]","[""wallet_230524982""]",8.434,9.8186,0.0015
tx_19146132_230442067,2025-09-13T01:30:50.534433,"[""wallet_19146132""]","[""wallet_230442067""]",5.0618,9.2571,0.0004
tx_232895871_232465856,2025-09-13T01:31:50.534433,"[""wallet_232895871""]","[""wallet_232465856""]",5.6242,6.1683,0.0022
tx_232006979_24673782,2025-09-13T01:32:50.534433,"[""wallet_232006979""]","[""wallet_24673782""]",9.3779,0.4092,0.0035
tx_230569375_230513474,2025-09-13T01:33:50.534433,"[""wallet_230569375""]","[""wallet_230513474""]",3.7249,5.3542,0.004
tx_232431929_2758467,2025-09-13T01:34:50.534433,"[""wallet_232431929""]","[""wallet_2758467""]",2.1926,0.6428,0.0003
tx_230436765_2881274,2025-09-13T01:35:50.534433,"[""wallet_230436765""]","[""wallet_2881274""]",3.4986,7.9077,0.0004
tx_230653306_230653312,2025-09-13T01:36:50.534433,"[""wallet_230653306""]","[""wallet_230653312""]",2.7567,4.7938,0.0044
tx_3878647_3846528,2025-09-13T01:37:50.534433,"[""wallet_3878647""]","[""wallet_3846528""]",10.3197,2.3798,0.0045
tx_230643780_2718078,2025-09-13T01:38:50.534433,"[""wallet_230643780""]","[""wallet_2718078""]",2.4833,0.535,0.0034
tx_230545768_218531042,2025-09-13T01:39:50.534433,"[""wallet_230545768""]","[""wallet_218531042""]",1.3196,0.7286,0.0022
tx_232346257_232029206,2025-09-13T01:40:50.534433,"[""wallet_232346257""]","[""wallet_232029206""]",2.8348,2.4653,0.0033
tx_230460314_230460307,2025-09-13T01:41:50.534433,"[""wallet_230460314""]","[""wallet_230460307""]",9.3625,7.2463,0.0016
tx_232431849_234470362,2025-09-13T01:42:50.534433,"[""wallet_232431849""]","[""wallet_234470362""]",5.6968,5.4398,0.0014
tx_75598052_230530382,2025-09-13T01:43:50.534433,"[""wallet_75598052""]","[""wallet_230530382""]",0.2362,1.9639,0.0025
tx_230659136_230658273,2025-09-13T01:44:50.534433,"[""wallet_230659136""]","[""wallet_230658273""]",0.1577,1.7833,0.0017
tx_230553126_8554810,2025-09-13T01:45:50.534433,"[""wallet_230553126""]","[""wallet_8554810""]",1.4277,6.8906,0.0011
tx_231426504_230530229,2025-09-13T01:46:50.534433,"[""wallet_231426504""]","[""wallet_230530229""]",4.3576,3.6538,0.0049
tx_75604437_75605130,2025-09-13T01:47:50.534433,"[""wallet_75604437""]","[""wallet_75605130""]",0.7239,6.3959,0.0032
tx_230531606_230549947,2025-09-13T01:48:50.534433,"[""wallet_230531606""]","[""wallet_230549947""]",9.2706,2.4353,0.0036
tx_230652612_230652608,2025-09-13T01:49:50.534433,"[""wallet_230652612""]","[""wallet_230652608""]",6.0676,2.4091,0.0006
tx_232457186_50033867,2025-09-13T01:50:50.534433,"[""wallet_232457186""]","[""wallet_50033867""]",1.1353,4.3903,0.0013
tx_232023529_232438397,2025-09-13T01:51:50.534433,"[""wallet_232023529""]","[""wallet_232438397""]",7.1574,4.013,0.0032
tx_232448385_232472201,2025-09-13T01:52:50.534433,"[""wallet_232448385""]","[""wallet_232472201""]",9.7107,6.4361,0.0009
tx_86711289_91293757,2025-09-13T01:53:50.534433,"[""wallet_86711289""]","[""wallet_91293757""]",2.8679,8.4032,0.0047
tx_232349150_232673468,2025-09-13T01:54:50.534433,"[""wallet_232349150""]","[""wallet_232673468""]",1.2841,1.7674,0.0007
tx_230470026_230470020,2025-09-13T01:55:50.534433,"[""wallet_230470026""]","[""wallet_230470020""]",3.6612,3.0717,0.0028
tx_230330948_230330954,2025-09-13T01:56:50.534433,"[""wallet_230330948""]","[""wallet_230330954""]",2.6105,5.6924,0.0045
tx_19835247_232418290,2025-09-13T01:57:50.534433,"[""wallet_19835247""]","[""wallet_232418290""]",10.0457,8.8967,0.0014
tx_230459310_230456623,2025-09-13T01:58:50.534433,"[""wallet_230459310""]","[""wallet_230456623""]",2.2562,8.6066,0.0027
tx_230594536_230595008,2025-09-13T01:59:50.534433,"[""wallet_230594536""]","[""wallet_230595008""]",3.1557,2.5276,0.0031
tx_231818725_233244155,2025-09-13T02:00:50.534433,"[""wallet_231818725""]","[""wallet_233244155""]",1.2326,8.2586,0.0044
tx_33379088_43009462,2025-09-13T02:01:50.534433,"[""wallet_33379088""]","[""wallet_43009462""]",5.4372,2.0226,0.0039
tx_110040474_21063785,2025-09-13T02:02:50.534433,"[""wallet_110040474""]","[""wallet_21063785""]",7.796,9.1861,0.0033
tx_230530282_2881273,2025-09-13T02:03:50.534433,"[""wallet_230530282""]","[""wallet_2881273""]",3.4114,8.9659,0.0026
tx_232018519_232029206,2025-09-13T02:04:50.534433,"[""wallet_232018519""]","[""wallet_232029206""]",2.3427,8.4112,0.0039
tx_230530291_230530202,2025-09-13T02:05:50.534433,"[""wallet_230530291""]","[""wallet_230530202""]",5.8094,5.3435,0.0004
tx_232051527_37231293,2025-09-13T02:06:50.534433,"[""wallet_232051527""]","[""wallet_37231293""]",3.2464,6.4863,0.0003
tx_232354179_231995698,2025-09-13T02:07:50.534433,"[""wallet_232354179""]","[""wallet_231995698""]",7.8155,3.8602,0.0037
tx_203811355_232072340,2025-09-13T02:08:50.534433,"[""wallet_203811355""]","[""wallet_232072340""]",5.1121,9.7739,0.0007
tx_230599592_232054853,2025-09-13T02:09:50.534433,"[""wallet_230599592""]","[""wallet_232054853""]",1.7061,7.2273,0.0006
tx_230540205_230540196,2025-09-13T02:10:50.534433,"[""wallet_230540205""]","[""wallet_230540196""]",0.4757,6.5487,0.0039
tx_89273_230470039,2025-09-13T02:11:50.534433,"[""wallet_89273""]","[""wallet_230470039""]",3.9447,5.0951,0.004
tx_10974347_230330114,2025-09-13T02:12:50.534433,"[""wallet_10974347""]","[""wallet_230330114""]",9.3742,5.6498,0.0023
tx_230455942_76864763,2025-09-13T02:13:50.534433,"[""wallet_230455942""]","[""wallet_76864763""]",4.2425,7.0082,0.0014
tx_213008391_226889375,2025-09-13T02:14:50.534433,"[""wallet_213008391""]","[""wallet_226889375""]",3.9133,5.4731,0.0012
tx_230459270_230528717,2025-09-13T02:15:50.534433,"[""wallet_230459270""]","[""wallet_230528717""]",9.9015,6.9347,0.0022
tx_230325139_230872133,2025-09-13T02:16:50.534433,"[""wallet_230325139""]","[""wallet_230872133""]",1.7364,7.0624,0.0014
tx_230428023_230459346,2025-09-13T02:17:50.534433,"[""wallet_230428023""]","[""wallet_230459346""]",1.336,10.4532,0.0015
tx_230540579_39617086,2025-09-13T02:18:50.534433,"[""wallet_230540579""]","[""wallet_39617086""]",7.3876,7.3477,0.0033
tx_230578937_2758467,2025-09-13T02:19:50.534433,"[""wallet_230578937""]","[""wallet_2758467""]",6.5734,2.5901,0.0042
tx_3403094_230935082,2025-09-13T02:20:50.534433,"[""wallet_3403094""]","[""wallet_230935082""]",5.133,8.9704,0.0014
tx_230530233_232064951,2025-09-13T02:21:50.534433,"[""wallet_230530233""]","[""wallet_232064951""]",6.3963,2.3185,0.0047
tx_232958835_4988274,2025-09-13T02:22:50.534433,"[""wallet_232958835""]","[""wallet_4988274""]",8.2564,5.4314,0.0002
tx_230530339_2881273,2025-09-13T02:23:50.534433,"[""wallet_230530339""]","[""wallet_2881273""]",9.5201,5.8411,0.0036
tx_232346080_28172257,2025-09-13T02:24:50.534433,"[""wallet_232346080""]","[""wallet_28172257""]",3.4238,1.9275,0.0045
tx_230326373_230442067,2025-09-13T02:25:50.534433,"[""wallet_230326373""]","[""wallet_230442067""]",3.9472,10.4618,0.0024
tx_204257865_232007290,2025-09-13T02:26:50.534433,"[""wallet_204257865""]","[""wallet_232007290""]",0.8056,9.1457,0.001
tx_19879866_75604928,2025-09-13T02:27:50.534433,"[""wallet_19879866""]","[""wallet_75604928""]",3.4367,6.5334,0.0047
tx_232035283_232035280,2025-09-13T02:28:50.534433,"[""wallet_232035283""]","[""wallet_232035280""]",3.6542,2.3635,0.0014
tx_230595710_232348091,2025-09-13T02:29:50.534433,"[""wallet_230595710""]","[""wallet_232348091""]",6.8049,8.121,0.0035
tx_231993125_230400084,2025-09-13T02:30:50.534433,"[""wallet_231993125""]","[""wallet_230400084""]",7.7257,3.9067,0.0029
tx_230588414_230473600,2025-09-13T02:31:50.534433,"[""wallet_230588414""]","[""wallet_230473600""]",7.4756,0.8716,0.004
tx_232472561_2834866,2025-09-13T02:32:50.534433,"[""wallet_232472561""]","[""wallet_2834866""]",2.4321,6.7639,0.0011
tx_230649655_230649652,2025-09-13T02:33:50.534433,"[""wallet_230649655""]","[""wallet_230649652""]",1.4753,9.0277,0.0027
tx_232420747_230816223,2025-09-13T02:34:50.534433,"[""wallet_232420747""]","[""wallet_230816223""]",5.8366,8.9969,0.0014
tx_36787463_230473483,2025-09-13T02:35:50.534433,"[""wallet_36787463""]","[""wallet_230473483""]",5.7814,1.669,0.0002
tx_232673468_8427177,2025-09-13T02:36:50.534433,"[""wallet_232673468""]","[""wallet_8427177""]",1.638,10.4842,0.0019
tx_230594082_1034263,2025-09-13T02:37:50.534433,"[""wallet_230594082""]","[""wallet_1034263""]",8.0663,8.5709,0.0002
tx_75604624_230530320,2025-09-13T02:38:50.534433,"[""wallet_75604624""]","[""wallet_230530320""]",0.7696,2.2454,0.0046
tx_230451737_230451730,2025-09-13T02:39:50.534433,"[""wallet_230451737""]","[""wallet_230451730""]",2.6494,7.0186,0.003
tx_3329673_76865977,2025-09-13T02:40:50.534433,"[""wallet_3329673""]","[""wallet_76865977""]",7.0605,4.9308,0.0018
tx_232926179_233508045,2025-09-13T02:41:50.534433,"[""wallet_232926179""]","[""wallet_233508045""]",8.8896,0.116,0.003
tx_230424188_230424193,2025-09-13T02:42:50.534433,"[""wallet_230424188""]","[""wallet_230424193""]",7.7447,3.1592,0.0008
tx_232897359_91794795,2025-09-13T02:43:50.534433,"[""wallet_232897359""]","[""wallet_91794795""]",4.8123,3.8575,0.0035
tx_232644856_230391412,2025-09-13T02:44:50.534433,"[""wallet_232644856""]","[""wallet_230391412""]",5.5249,4.6519,0.0046
tx_7529721_230473481,2025-09-13T02:45:50.534433,"[""wallet_7529721""]","[""wallet_230473481""]",3.6759,1.9198,0.0022
tx_232392560_4587005,2025-09-13T02:46:50.534433,"[""wallet_232392560""]","[""wallet_4587005""]",0.947,2.409,0.0005
tx_230520418_54734928,2025-09-13T02:47:50.534433,"[""wallet_230520418""]","[""wallet_54734928""]",3.1545,0.9507,0.0032
tx_92491279_232401511,2025-09-13T02:48:50.534433,"[""wallet_92491279""]","[""wallet_232401511""]",4.9527,2.1551,0.0001
tx_195281158_226905247,2025-09-13T02:49:50.534433,"[""wallet_195281158""]","[""wallet_226905247""]",0.5305,7.8245,0.0012
tx_232016542_3248381,2025-09-13T02:50:50.534433,"[""wallet_232016542""]","[""wallet_3248381""]",2.8193,7.7496,0.0035
tx_232007332_230440340,2025-09-13T02:51:50.534433,"[""wallet_232007332""]","[""wallet_230440340""]",1.6292,2.5096,0.0018
tx_3925879_3881050,2025-09-13T02:52:50.534433,"[""wallet_3925879""]","[""wallet_3881050""]",7.9323,1.3913,0.002
tx_230518409_228711624,2025-09-13T02:53:50.534433,"[""wallet_230518409""]","[""wallet_228711624""]",6.0701,8.8336,0.0039
tx_231998131_230770487,2025-09-13T02:54:50.534433,"[""wallet_231998131""]","[""wallet_230770487""]",4.5657,3.7754,0.003
tx_230645351_232448785,2025-09-13T02:55:50.534433,"[""wallet_230645351""]","[""wallet_232448785""]",1.5042,0.1295,0.0002
tx_230339481_232034946,2025-09-13T02:56:50.534433,"[""wallet_230339481""]","[""wallet_232034946""]",0.8696,6.5253,0.0008
tx_89273_230531648,2025-09-13T02:57:50.534433,"[""wallet_89273""]","[""wallet_230531648""]",4.4536,10.3824,0.0001
tx_89273_32879801,2025-09-13T02:58:50.534433,"[""wallet_89273""]","[""wallet_32879801""]",7.7337,7.1263,0.0046
tx_230402893_232438397,2025-09-13T02:59:50.534433,"[""wallet_230402893""]","[""wallet_232438397""]",9.069,9.4797,0.0003
tx_232409485_2758467,2025-09-13T03:00:50.534433,"[""wallet_232409485""]","[""wallet_2758467""]",4.4832,1.6609,0.002
tx_75601053_2881274,2025-09-13T03:01:50.534433,"[""wallet_75601053""]","[""wallet_2881274""]",1.0821,10.3571,0.0041
tx_230389794_230389787,2025-09-13T03:02:50.534433,"[""wallet_230389794""]","[""wallet_230389787""]",1.0515,4.4939,0.0013
tx_232010781_230414065,2025-09-13T03:03:50.534433,"[""wallet_232010781""]","[""wallet_230414065""]",9.0029,7.3292,0.0024
tx_7757447_230901075,2025-09-13T03:04:50.534433,"[""wallet_7757447""]","[""wallet_230901075""]",4.2813,6.9497,0.0022
tx_230458588_195237909,2025-09-13T03:05:50.534433,"[""wallet_230458588""]","[""wallet_195237909""]",2.6236,7.4312,0.0026
tx_232010792_230650187,2025-09-13T03:06:50.534433,"[""wallet_232010792""]","[""wallet_230650187""]",9.2198,3.5349,0.0018
tx_233307261_234472020,2025-09-13T03:07:50.534433,"[""wallet_233307261""]","[""wallet_234472020""]",2.6001,8.3193,0.001
tx_88669585_230413259,2025-09-13T03:08:50.534433,"[""wallet_88669585""]","[""wallet_230413259""]",9.2886,9.1269,0.0019
tx_230527319_3913226,2025-09-13T03:09:50.534433,"[""wallet_230527319""]","[""wallet_3913226""]",7.1279,2.1817,0.0003
tx_230412485_3849610,2025-09-13T03:10:50.534433,"[""wallet_230412485""]","[""wallet_3849610""]",9.5175,3.2633,0.0032
