txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
90584860e1e0e8dfbb0dd2ad5bd084420586d2cd28756fc00b427805ec0145ed,"[""1hM4vv4ofazUYHcX2pddBrtL39iyOOe6mR"", ""1YvezT53DiSgEnvDW2o5bWmLxQbDyxhRIh""]","[""1XRByQkNzM5t5q6Q93Pl3W3w7a1VRdtu15"", ""1n2XwpVZu4Ad18AUBKnSpsHmskXx848s4H""]","[2.18151598, 2.18151598]","[2.17588175, 2.17588175]",0.01126847,P2WPKH
c25db360ca7fe0ecd16b8a1840dc40d6b704997ca93c1b84feab9bbe86ea2028,"[""1AWLZSy6JHNRcgC22pH8cyV7lB2Vrks4Q4""]","[""1P5NEXunJ5ev4USOW7BoqsgvKl6JhtxTtK"", ""1COfFlK3HyubC332fuOSkTfRNfRT8LjIck""]",[3.32527449],"[1.65863243, 1.65863243]",0.00800962,P2TR
50ba3a3d65c3ce0212df851e824f532885caf0cfe74a9d0d11697b8dd6c8f077,"[""1oijKvbvYqrNXradi8CsHVEsBBt6Am3A9p""]","[""13LVvSbYn1iohieQWeWUcgXFdhpePUW5m3"", ""1lvf066vjFToJgJanlr3H8gnFRwKB7lvxn""]",[4.27069608],"[2.13503107, 2.13503107]",0.00063394,P2SH
c358ac05aacb06ca01646081738a1fcfb37d8f8a5613007eb89e272b322e0707,"[""165vmNyjsdlmOB2epGIi7dQzHMk5wigoxI"", ""1TGlwR4g63SemmNa5mQ5aoYZ99ZxZcipP2"", ""1AJ1Mm2TqQzzr3YELMyRBPnNh3Elu6pQ5y""]","[""1y6P0PdcvSqXWAvc3Nkr3QIuxg5K1ONlN2"", ""1wF5JBFBakYqcDDf00xfKfOfj3PKXLA4jT"", ""1AJ1Mm2TqQzzr3YELMyRBPnNh3Elu6pQ5y""]","[0.22609364, 0.22609364, 0.22609364]","[0.22585121, 0.22585121, 0.22585121]",0.0007273,P2WSH
716e95183df70ca14aef44f33d286d27d3f4c67838f8fef1640a0ad8e2d7746c,"[""1lQ9QHpIC6N6d6A9qQCwV2nrABamfJbT8A"", ""1epktMfDYKMupgovduX6WMVMJfdct0eh4B""]","[""1wHuPpUV0lLi1SHqVrv96YUaO961oSnoKI"", ""1ConAxj0pfUsGocFuBAwEqbBqe3sFHeroh"", ""1lQ9QHpIC6N6d6A9qQCwV2nrABamfJbT8A""]","[0.53422709, 0.53422709]","[0.35507714, 0.35507714, 0.35507714]",0.00322276,P2TR
f6f61d175e486c2e0a3fc911e0c32f915ca0fa5c5d534c484c1c32f9b7f9b75d,"[""19aEQhaLhgmDZBdhz8Y0HYQ1MANlYOkTHD"", ""1tJQmiIsfJMHx2BiBt5SDAAzbI7AUMspFh""]","[""1ypPiyQTGOPtsb2UiS0Ag7pCcy6Nj6xs2l"", ""1rKdsAOapvr1PVjfq9mKfnDvYNA7gqstIQ""]","[2.42295494, 2.42295494]","[2.42221804, 2.42221804]",0.00147381,P2TR
fdd81386517cbabd760c0ef4b99eac9f980422201c69438f5dc3843aa1c8636e,"[""1Hkxv78JaYb3F1ROCzvHGVhkAkKHx0QBrM""]","[""1bweeJYjlUURszuWRrj2bUFaZQ2IZ4FRAj"", ""1Roa9bI75dv01Ysi084pZdi7Rxb7xRPeZ1"", ""1519XgOMzEU5gBKcrAnCxmDh74zYRTaxnr""]",[4.70325511],"[1.56556713, 1.56556713, 1.56556713]",0.00655371,P2WSH
d12b18539bf8e20011e338c2bf2ada776f442278f5092ef8d6f85c903ccdbd30,"[""1x2Zgkgg7wMh553LlGLQjPsYvg4P5YSea5""]","[""1SwHll1TPDtX1F7G4bogoRGZrSiLRPvrN9"", ""1smn8ZmGK2hTYXfSCC2hc8ofQEiN9czcef""]",[4.95235626],"[2.46543518, 2.46543518]",0.0214859,P2PKH
63009378eddc3ae209f45e2619ee57f1c2029a95dc5f1fa370db0e5bb84d4ceb,"[""13LVvSbYn1iohieQWeWUcgXFdhpePUW5m3""]","[""1aguQBkl3w3951qWg6euLYqkiCh1U37zBh""]",[3.98503928],[3.97324486],0.01179442,P2WSH
060da9e87f84e85cbc1ec2165cd9a15ae3dce288698ed8753db10b7510fff933,"[""1wPQyshaga81mOOBMWlsCDbkjR7D1KmJZd""]","[""1fjRgId2AbQkaa6UHly2aNulpGoS5IkzYk"", ""1hAislLSBielsdrLGXgT64J11f1BZzL8rQ""]",[0.95445521],"[0.47615649, 0.47615649]",0.00214224,P2WSH
2c0966e0be12b296b39b36fcec98ce4da174d22016c29f116e6d8a80cc5d3a8d,"[""1Hh8WFDtYLSSNI9CJdMEB7kIIdv1jQeSJ6""]","[""1MdwNq3BLyd62TVziibXUEMDxcjRLVqyGH"", ""1Psqd71uiyF8fr9ompgDgiCXPklakfEYHl""]",[0.40067964],"[0.19968859, 0.19968859]",0.00130246,P2TR
e234f5cb957a5b413e246d8c04181b1772307c95a792622000498258cd6c307d,"[""1yLmaJKa5FFSq0sqhnHsN6ri2d89nhON8u""]","[""1Mjhyqljbm1xGR8nAdAdgw6Sp3laOtrrLA"", ""1jhzS3V0IvwNhBDG7Xkq7r7d8lYEHFeBFI""]",[3.87798464],"[1.92971441, 1.92971441]",0.01855582,P2WPKH
0093c7da530311c0688ef321b723cebe7c92e8619dc2528128c1751515355a44,"[""1EPRIcKmKaRKw3knH4UrIFjmLuuqhrbLOF"", ""18uzUEHGNyjZYBh4qoNId0ncnoj1FuUPbV""]","[""1rgKwrxXCYjrhyJcOOB4vi2CajF1n3GFkj"", ""1OIC1iWO5e0D7LlRFOqRKKKZebToPEQuoV""]","[2.16261496, 2.16261496]","[2.16182413, 2.16182413]",0.00158167,P2SH
7295b477f08624cd47ab2a14e421fd95a71b12684d2b9d5fcbaf44779280f6e8,"[""1NxPDM6uLONCROhcc9hoHyx6RHKT2OZM6r"", ""14uzmW2wFqk467s1XDeUnPPy0IfyqhwUqx""]","[""1lichKFOwKHjDLs8GOioYIdv8NmelDQCQ0"", ""1qk0pmkqgZiO2unCwxkGXMASh2ilHRtAN5""]","[1.63118695, 1.63118695]","[1.62857417, 1.62857417]",0.00522556,P2WPKH
4271f2063448eba4a83839626647865a7909aaa57c217953043bd53179cb919b,"[""1aW7zE9j2oL74SzVNSXxaDZFnuOTFG39LL"", ""1A6XCSHHUcuzMXD254LotKBsOco4pqGc7B""]","[""1YiJDKJ1zip7VzT7XFiDXYf3SepcvILnlD"", ""1ni0DlkIuSWafG6YlQSoiAy55XxDdvIR6f"", ""1A6XCSHHUcuzMXD254LotKBsOco4pqGc7B""]","[1.14649873, 1.14649873]","[0.76404443, 0.76404443, 0.76404443]",0.00086418,P2TR
4b9ce3ffd5f7af2c51c9d31bfbab9d4df8ea27739530e05ce35175ba3c97955c,"[""1k7Gdp0CXP9K63LSFZH3UDqpNVGMrerqtH""]","[""1Roa9bI75dv01Ysi084pZdi7Rxb7xRPeZ1"", ""1bweeJYjlUURszuWRrj2bUFaZQ2IZ4FRAj""]",[1.25562231],"[0.62729574, 0.62729574]",0.00103084,P2PKH
c1bcaa1259f28fdc019287e910b06a1b8efa800ba4a10589e3613164411633e2,"[""1mMK3kuLPMaBsi1bqDVzK9dBMEIIKtQpvM"", ""1g8lPXmnLgHF8vlTTdDRV6b7DxOANwKa3H""]","[""1TsmiGJ1FhXsPI2kBhPonUOfASj53VnpD3"", ""1VdBHAZU51kI32F3P2mYzUFN274UVkCpI7""]","[1.92908495, 1.92908495]","[1.92807024, 1.92807024]",0.00202941,P2WPKH
d87a04f74f8c819b5c6c8b22153520afd369d5a9fddef8cff6001f2c4d840685,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""17BFDEH4fsBR1kxMXtZrUEeFirqRaXJiWr""]",[0.03980963],[0.03976224],4.739e-05,P2WPKH
1d9732e1b3d12bdb39e3638877151a1acbf9ba686d7b4fbd47da740cb36bbd69,"[""1vQyaWLePMu96UTtjCj1h8zGaBZhB8gn8A"", ""1519XgOMzEU5gBKcrAnCxmDh74zYRTaxnr""]","[""14cXsxjGJXke1Mo4iCppaX3QjBvKNAp0mx"", ""15FYrsK9EjHvIHCtlRJoWcURYxPY8EcFK1"", ""1Hkxv78JaYb3F1ROCzvHGVhkAkKHx0QBrM""]","[1.7309309, 1.7309309]","[1.151256, 1.151256, 1.151256]",0.00809381,P2WPKH
d46f011c2a84bbba3b39cc4880054f549227fd450709960fcdd993d2c84b3689,"[""19C6pKDnNFpBxbEJEY58XUQs9PBiy63T8T""]","[""3MixkewKB8zaHTthIBs8oBmBGvBsUQvOwhhNH""]",[0.48559117],[0.48553859],5.258e-05,P2SH
9eb56ac9ae5d3b63d4cf1320dc48b5059dfe2cd9ed55e7a4988571b4ac496e0d,"[""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]","[""10wPAh03aiOu37qTxvhyCZQDA2kiT80g4D"", ""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]",[4.10054726],"[2.04673944, 2.04673944]",0.00706839,P2SH
6048dff73848fb786f4e6f633cd4b41d01c6330584c92b483afafbff486637c3,"[""12AhEAdsMHhqIJox6Z7aKYl3U99Xa93lyE"", ""1WtQTzdDKCSvj0K1oWq0D1UiTlRkNDgeCx"", ""1Qwh3AFDd3RXG69KoduwoaWQ6Limzf4KB6""]","[""1BZvV7yVbq9Ew6AQOfMXSfjSNTtgatwqil"", ""12AhEAdsMHhqIJox6Z7aKYl3U99Xa93lyE""]","[1.52973523, 1.52973523, 1.52973523]","[2.28465031, 2.28465031]",0.01990506,P2SH
e5d84f47adbf9d688a9ce08e2a23d70110fa79e7159aed0a4dc3f849a077a344,"[""1eTY8HhO6kGL75UQSyPx3BpdbIKaRdebuF"", ""1Qh2UVvsjaSS8VFgM0Fmxk754LEgw9YooJ""]","[""1Wx1jwAY4j6nbDqmEjZ0rlLEA0EPvg7RLi"", ""1GEnE7NutMLLGvxQhJDbwp6Q43N3DrvXR3""]","[1.22065248, 1.22065248]","[1.21539959, 1.21539959]",0.01050578,P2SH
c4f50e44fd64ef9647c065d09bf0d69ffa2e412e7c8ac9d1eb12121369d6c37d,"[""12AhEAdsMHhqIJox6Z7aKYl3U99Xa93lyE""]","[""1jOtySWDeJ7rf9lxtAQzXuXOpzEHHYxKAJ"", ""1x2Zgkgg7wMh553LlGLQjPsYvg4P5YSea5""]",[0.05489056],"[0.02739427, 0.02739427]",0.00010203,P2WPKH
80412b2b951ee2c4dc2aca671cd9c1fc0cea165a14f43855945859bf02625fbc,"[""18PAfaO4sff09nrYHgM5KVDGaVVAHsiHJM""]","[""16f3KwOxBFK6gsvI3J0AutliYT9nGJMgrh"", ""1UhcAQ9i144vyISh33KM9cTwBzBZrDilV4"", ""1JiDrBixcfTLUxpq4ZOKkoJg89OEyY6J8G""]",[2.31953397],"[0.77090034, 0.77090034, 0.77090034]",0.00683294,P2SH
b2419e648ae1281a32d9e5155a51663889a20f43299bd09f4834f825da2d782c,"[""1mhQRCCOdLUfgyilhSBSP5V5mMTcJAuHOC""]","[""1fjRgId2AbQkaa6UHly2aNulpGoS5IkzYk"", ""1mhQRCCOdLUfgyilhSBSP5V5mMTcJAuHOC""]",[2.93759013],"[1.46731715, 1.46731715]",0.00295583,P2PKH
1266f3dbce29ef2b034d1c048ab8268ea286fc0e7ccbf6ea221bb5282f322c83,"[""17uXggnUIQnxCQQj9Ds5fZTvvWGvgSCecS"", ""1y0x1BAZOKsLRDlytTN8WurWw5m9lVbT6m""]","[""1Z3bdAMhnpvwc2qjQFPR5BC0ggLW6ZcgN1"", ""17uXggnUIQnxCQQj9Ds5fZTvvWGvgSCecS""]","[1.12387623, 1.12387623]","[1.12338728, 1.12338728]",0.00097789,P2TR
a1e3c5b08a8acbe12f571378df5e02c892717da83a16ebe4be9cb67a9a04f472,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1zXH4CTidge9QAATstN2DQnbEI0nG5Nu5o""]",[0.00719122],[0.00713194],5.928e-05,P2WPKH
33fc5c39786b965d8dec927b38fe09b59b9048b6584dbee908481326060d4e50,"[""1wPQyshaga81mOOBMWlsCDbkjR7D1KmJZd"", ""1aNS80TKIsEEKLQYESGAtd3zDE6vRbrlvo""]","[""1EJpZVBnQFKrJhLYeYq207indC40gz0OON""]","[2.42282392, 2.42282392]",[4.82439659],0.02125125,P2PKH
9eff1131ae1e47b32274480bca222e5a848ed6bcfd73f759f1ac94cc6a38fb20,"[""1kgSC2RqbIdQnyxcACka3O72SSmqP7lQY9""]","[""1VE79f71WSGa4mbYKuzIZGaQuNETZK7442"", ""1SdPBRLcwIRXrla99KkURMMVJxWsILLTQ8"", ""1kgSC2RqbIdQnyxcACka3O72SSmqP7lQY9""]",[1.21070943],"[0.40284016, 0.40284016, 0.40284016]",0.00218896,P2WSH
a345a80f05e6f9f5a1a06e70d55ab81898da428ce0f90e8e40226abe033d7c1d,"[""12JrlVFyUhGA6cv1WChGtaPxgw1lqq7vlA"", ""1ryUvIltnJlU5lTopqoZZwWhe7Ea170xt3""]","[""1lichKFOwKHjDLs8GOioYIdv8NmelDQCQ0"", ""1VK0sjpNrhFKETWXMky2UxGlSGD7DKNXOm""]","[1.05838992, 1.05838992]","[1.05744558, 1.05744558]",0.00188867,P2TR
4afeddffc761a59d0b055ccd7bb95d07dcb0a0e5d4126857dba5f0ee845e9f94,"[""3MixkewKB8zaHTthIBs8oBmBGvBsUQvOwhhNH""]","[""bc1qzoLfXolgObRX8Wx9dzUbskl2BrPJwfujS""]",[0.48504365],[0.48486409],0.00017956,P2WSH
251da77621f211911fd8bdd314321a5d0eade754b910b4cc45ffe9274c210fbd,"[""1R4UXZVQKWGGw4gZ3mHk0BQSE3BdizIIPt""]","[""1IWxHwqFEg8D04wzInjq5JzjuxZEOQpY7N"", ""1bYPX4gfjlGYqyxzJ9oQ0O1VfxIdakEAWJ"", ""1ZU8CSAxoCjl2VbOM63oeKBP2pcBHUWi9o""]",[3.4623605],"[1.15332034, 1.15332034, 1.15332034]",0.00239947,P2SH
2a2ca1c017328e48898db6abfaaf069da0ed13b8d64cb52311a2a50782adf7da,"[""1YIKIuhvPU1S8LvJnOng0wVJY08YMNb5Zq""]","[""1U2RUVt3FAdxCFZDGZ3CwPQ82l2fyl7ekg"", ""1lRtva1JyiNbUnAvwSWJfdjMPqPEBqUhAr""]",[3.15686095],"[1.57199103, 1.57199103]",0.01287889,P2WPKH
daef8bf1b000f204a1dd9662d305d751f3edc1782c2366596e5d1007ab78cf0b,"[""1YSPH8UCiY5DCQSCon1M4yRPW2CbDvCkVL"", ""1hgYXuOXHyzMH8xvYKWAWHoPe5JEKCIYk7"", ""1rtBhjqaMFmvtiRrpeMvBiDPgdAlKKZRMt""]","[""1YSPH8UCiY5DCQSCon1M4yRPW2CbDvCkVL""]","[1.44548254, 1.44548254, 1.44548254]",[4.32049846],0.01594915,P2WSH
0f43749e2e1ed1ce0f56bbc81c3bdd0a092700cf94761d597cea6fd933f18da4,"[""1wIf5rjw8r3A4Xq0OQdENkOYbGX2YnBCJy"", ""14VGMf94mmMvjWkSLlT1WvS7v3OnokNVBR""]","[""1OElbZt5VUX9gkY7Dappd8ZVsW3liOavnK"", ""19qx5r97OKp36YsttSdJnVo7QbHQh6Y5ih""]","[2.21019746, 2.21019746]","[2.20902061, 2.20902061]",0.0023537,P2PKH
d7216f57f16af4747636d06494fadc42a6862aca6f3ad0dbedabc414d66d94ea,"[""1eYcas6YoUEgZVIcU2U2j9vS89SqKr8CG1""]","[""11h1pSZVPEJqzCN2fFr6w6uaVTTCPwdHnA"", ""1nqZuJJEvQdgWCh1Ba7mQiOj5qOpx4kysR""]",[4.10868982],"[2.04847088, 2.04847088]",0.01174806,P2WSH
413be0a7a7514d4c938ca7ba9ff4dfe0ece848fc18ec2d8fbddb98cdbc3aa5f7,"[""11ds7iqxjvzeGetsb8uS15L0wfqu3lnXor""]","[""1OElbZt5VUX9gkY7Dappd8ZVsW3liOavnK"", ""11ds7iqxjvzeGetsb8uS15L0wfqu3lnXor""]",[1.86147254],"[0.92708141, 0.92708141]",0.00730972,P2PKH
4cc05eec2ac455c9ed857a8709e1770b66c4eb1e35db3b991b2162d6ed8d4e01,"[""1JjNcJdql7LIbSPrfB91kZLXYlOqSvCKox""]","[""1vXnNQpesIVhuyJ7ZmZ5DDcijC13CY5dGJ"", ""1QIbJu4Xej0vxHkLlhWt1Sqf2xZsGkxcmf"", ""1gm1FAjfDMcWFhDiLZ3WOGwcGoXWxKTVRg""]",[3.02199074],"[1.00414491, 1.00414491, 1.00414491]",0.009556,P2TR
d8dbe5608620ed42a3edb432f0f254e0324b6026649cc50e64aff1a47b23ea96,"[""1PmTKeUiDj888yjzKpvo6iyTKPmiruNGGV"", ""1v2VCf1VqWAbHf8ZhShvCI678lY2FiQWmU"", ""1GWIGcHHR9kjQN1o5SH7Amd8yyGADtSseR""]","[""17NIvm9wstPbMkvA9b8IEo5iL0gn9JljWT"", ""1yzUzLtwg27VtHy1ECZB5lrHuCk4xO8zNM"", ""1GWIGcHHR9kjQN1o5SH7Amd8yyGADtSseR""]","[0.07411813, 0.07411813, 0.07411813]","[0.07383668, 0.07383668, 0.07383668]",0.00084435,P2TR
53502c4a64536829267a7c62c3809dd8a837d70151e608a22fa5e29d2cd10680,"[""1fBtDVNwiBGUTgWCwsXJmr3muEHnhnfWQo"", ""1N48AcDHk4eXDDaZAtdlBsuO5TDXFgJgAD""]","[""16f3KwOxBFK6gsvI3J0AutliYT9nGJMgrh"", ""1s1ETBxkYKetnyKJ3NA8vLJWQgHIDJGo5R""]","[0.18161442, 0.18161442]","[0.18088762, 0.18088762]",0.0014536,P2SH
af075e09f83a0923c84e86a4dbf0211d55ec560bb55a9082d931f07f908baa14,"[""1poOnapbLZzIJz0KM38UR8Xqw36tw7i19p""]","[""1OBHQ3v48ivNU0J8XZyZ29HGJpI6TQWEuZ""]",[3.01869857],[3.00431064],0.01438793,P2TR
e19a5c79e604474a1d00446c5f55b29f53333304ac7ae4d9509bfa5cbcd350fd,"[""1nqZuJJEvQdgWCh1Ba7mQiOj5qOpx4kysR"", ""1oORaDioQaRY9AiexTgt2iVUi9iGaOBSMj"", ""11h1pSZVPEJqzCN2fFr6w6uaVTTCPwdHnA""]","[""1EJpZVBnQFKrJhLYeYq207indC40gz0OON"", ""1nqZuJJEvQdgWCh1Ba7mQiOj5qOpx4kysR""]","[0.9432452, 0.9432452, 0.9432452]","[1.40934131, 1.40934131]",0.01105297,P2SH
410ce3717ee043b00ceac0a1dec5eb601b608f5816b3aea54a6f2bd9cc873f4b,"[""1HEZc2Ig3lraSIWC8bkp1mVnyl8hKWxPxv""]","[""13MMBvYOW2fHyS2GHnFtvNb3HqZsAFT0qF""]",[0.36613579],[0.36443264],0.00170315,P2WSH
3a842afca1b53edf601bd9c1419baff28db716da57f3581621f484a1552720a6,"[""1xse0V8J56WwF8hEsfUExleHXNifSyiqkL"", ""1yCaoAI3JD9OEMwxKlCeCxQobfAR9C7GI2""]","[""1gm1FAjfDMcWFhDiLZ3WOGwcGoXWxKTVRg"", ""1JjNcJdql7LIbSPrfB91kZLXYlOqSvCKox"", ""1yCaoAI3JD9OEMwxKlCeCxQobfAR9C7GI2""]","[1.20572816, 1.20572816]","[0.80124567, 0.80124567, 0.80124567]",0.00771931,P2TR
d17b23952b251a72a9fc5ebff80218882a3409f13d14dcb94c6c25402b7e33a2,"[""1AJ1Mm2TqQzzr3YELMyRBPnNh3Elu6pQ5y"", ""1TGlwR4g63SemmNa5mQ5aoYZ99ZxZcipP2""]","[""1FdJ5khYao3bQxAh4FNPIXDxafsxXr4oI5"", ""1ONfFcDAU1Nmt1KZWcmVbZzlwY67KBebQB""]","[0.94672424, 0.94672424]","[0.9442838, 0.9442838]",0.00488087,P2WPKH
0bbe66e34c38f223cbf08500293bc95d860ba6be8c89b7dd1b01896d8350d07f,"[""1xycs7mJzZjHp4ae1qDeD85EeC3M807qI3"", ""1zufkD5et3BYjDb6ho2E7Kz0rLkjuxffXa"", ""1YuPGPZKQXWpYAq6s89dKXpZI0n7CjgHwU""]","[""1FmtL64wj0wxrv82fTB9XrX8A3iKfmD19e"", ""1zufkD5et3BYjDb6ho2E7Kz0rLkjuxffXa""]","[0.46023021, 0.46023021, 0.46023021]","[0.68780281, 0.68780281]",0.00508502,P2PKH
d6e378114b7c66054ad1db155bc1a534c424f9996b7fc78be832884033386935,"[""17Ufz4zISUilxIcZZsICbaq7ZDO3zEQphr"", ""19eUKJ1MDRhFJ0kdt2ikqA4wrG6FVlfUH2""]","[""174nzkgAu0esIi3uw7W1Ht6qhSCUEkypbu"", ""1IqijJcifY1TxOogd1S7OkCnBSnIKlZblj"", ""19eUKJ1MDRhFJ0kdt2ikqA4wrG6FVlfUH2""]","[1.65793498, 1.65793498]","[1.10149415, 1.10149415, 1.10149415]",0.01138749,P2WPKH
30d8712694319f180466d4b2e9a97dc7cfacad92c15622b4093d71afa9aeac1b,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1oMNuTa8lBXQeCmejc0vjBLr0NPRpCyICR""]",[0.03032766],[0.03028082],4.684e-05,P2WPKH
45090ed3c158974479569703961ff6c63426ff300bc470e5fb36593152e440f9,"[""1FMrWELWZ8wzjH4QDoafgJE6WeS4NC8qdY""]","[""1ioRRdzHzmA4KR1VxavU07zUHLnnBbuQzk""]",[3.35619506],[3.34589173],0.01030333,P2SH
49faa92724a530265482726eddc790e9601507eb9c4f163adc7c49bc5106a089,"[""1TWxYA4hkrbRau0M6FYlyiWxxsBg5a1roW"", ""16cQeRwPEb8q1WyQPEXySS9S64um7BI9qx""]","[""1UT5E9X3gFoJaR5UIkT8JPlYoclZmsdBMb"", ""1SSwUVZAQZjxkck0AfjezARkSS2G3K7KuC"", ""16cQeRwPEb8q1WyQPEXySS9S64um7BI9qx""]","[0.13697617, 0.13697617]","[0.09101942, 0.09101942, 0.09101942]",0.00089407,P2WSH
82ff3a07396f1cd078eceb42299da51901a9806eb6954bbb19d02e37b6a354e5,"[""1TyBKFnryifJdyfFViiIEOmMTpeWu5fPAv"", ""1TSXkZQJ4KsTJedVvYz11oOLaWxscHjFnd""]","[""1qXmVHtyvY01uMTZoZgSNtElxqRvX3U7ug"", ""1DOshUCe84vq9x3gCK2QXVng9LLw1PZ7AN"", ""1TSXkZQJ4KsTJedVvYz11oOLaWxscHjFnd""]","[1.97520275, 1.97520275]","[1.31277034, 1.31277034, 1.31277034]",0.0120945,P2SH
57fac55c4edccb1ac3cae0e92f8600684544ff16eca86d19a25010816603f262,"[""1CQwBgBye1UnWeNGmWv7OjgpkjVe6MCIJQ""]","[""1RPx4GpdmRqC6eOP4wgs2x8FS4ELfm7ISc"", ""1vOVkvYXMB5oQjTfTpMjZrvXsDuTnHUIM9"", ""1CQwBgBye1UnWeNGmWv7OjgpkjVe6MCIJQ""]",[0.91547938],"[0.30460939, 0.30460939, 0.30460939]",0.0016512,P2PKH
190b0d0e33514a37f0e09e12237f6a214541569b26927dccfa620085345779e7,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1uboub15eEeAr6EVSylVYMQ3WjpKydw7gF""]",[0.04623972],[0.04619026],4.946e-05,P2WPKH
f289b2c38d6e9f3bdc43d3723e38d9b837791ebe788a1e4c2cbcae1417dbdfe1,"[""1yCaoAI3JD9OEMwxKlCeCxQobfAR9C7GI2"", ""1xse0V8J56WwF8hEsfUExleHXNifSyiqkL""]","[""1P5NEXunJ5ev4USOW7BoqsgvKl6JhtxTtK""]","[1.76430941, 1.76430941]",[3.52276595],0.00585287,P2PKH
5c6f85f79e2538b6c6c76511c49ae0203c101dcccfd9d939381a5c79f1306b51,"[""1ZdHSDcRoDqQS7PJrK7xnaEx0junNZenxp""]","[""1yw2jrHoGLtMH3K69OcAm3dmYuU4dEXILZ"", ""1hM4vv4ofazUYHcX2pddBrtL39iyOOe6mR""]",[0.59573301],"[0.29742227, 0.29742227]",0.00088848,P2PKH
eb6e9a6954dfb84adcb0f8df8ee56b624271fce5bb4a7c1f8a239d281f54c395,"[""1mlkrLGgdpgh3JoGr2RzynZQEkmNRral4M"", ""1T0QkQkuC7PAb82kVavDa2DcbQsoFUWgXu""]","[""1JzeFXX0gCrC6vyKYgxWHqtXkNX2ukZ9ki""]","[1.69743951, 1.69743951]",[3.3922508],0.00262823,P2SH
42202e9a33ce6336e7c3c2d4e2a2c9dda6fbfdc97ce890eede9d3fd48dc35690,"[""1OElbZt5VUX9gkY7Dappd8ZVsW3liOavnK""]","[""15sEUbQws98rdpy9966nvyiTGQ2QzJAtLB"", ""1RPx4GpdmRqC6eOP4wgs2x8FS4ELfm7ISc""]",[3.07192752],"[1.53000672, 1.53000672]",0.01191409,P2WSH
5dd5b07427c70decebf4b479b9304470e4baad1708a5d0d4c65f5844380d92f9,"[""1FFciuDCLFuMk9TsuZHRsYwP8KXSQbD7WW"", ""17nvdE2ODH0A2TVwyJmIeFVr9Qh8yXv6Um"", ""1EmLtST18iwItCqpgrxMp1juJtVEFEtb6F""]","[""1ypPiyQTGOPtsb2UiS0Ag7pCcy6Nj6xs2l"", ""1JSKkMM0jQb6gbtjQzW52TdimuPGtk4vvV""]","[0.01991394, 0.01991394, 0.01991394]","[0.02983907, 0.02983907]",6.368e-05,P2SH
dc1e8fe137d77816e4f41c37e9ff46fa99dd52b5698473e625f20bbd699ca9ec,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1FarEbjkuaktlwiHe03hupeXIDVWawm1Uh""]",[0.02751743],[0.02746872],4.871e-05,P2WPKH
8c7bc998312197b925d9ca1af017257ced5ffe4389172a55ea3a299d0f9f38e2,"[""19IiRghzekNuIr1y2dLnqzdhpiff24m4J9""]","[""1nQiS9F9LGVBisM6cSQo9L7J9gaVt1X3EC"", ""1fJc9Dcft8U7FtywiPu3FFWbXD1cjQeM7o""]",[3.72840337],"[1.86207546, 1.86207546]",0.00425245,P2SH
342f8f321816120d5e6dda5f453230e0a8d0809431b23d97c3f42d566d2dc29b,"[""1H1HH9saVguIdtsiZaXl54ENDZGW7Nr1UW"", ""1fjRgId2AbQkaa6UHly2aNulpGoS5IkzYk"", ""1hAislLSBielsdrLGXgT64J11f1BZzL8rQ""]","[""1LLKv0MYRsMfihslQFzixlNQO9IEitBdwa""]","[1.05703001, 1.05703001, 1.05703001]",[3.15643904],0.01465098,P2WPKH
26ba76dbece8b805dd8a1652fa9b85c34fa6c7f0768d641c775e366229b40b39,"[""1E6ja3amndbGpsSzogaGJW9hhXb70xUMYi"", ""1E5UKGVTTMyHTs9661HDppd5Y8FQphgZ7f""]","[""1CUVPmPbUhoKa7H09tOthScdGZX1Scu2sS"", ""1E5UKGVTTMyHTs9661HDppd5Y8FQphgZ7f""]","[2.34555927, 2.34555927]","[2.33676834, 2.33676834]",0.01758186,P2WPKH
6bdd790a058ba75d933ed1598071ea602bee6922b63661ec429404b05e024424,"[""1FdJ5khYao3bQxAh4FNPIXDxafsxXr4oI5"", ""1ONfFcDAU1Nmt1KZWcmVbZzlwY67KBebQB""]","[""1avcmNIlgs0GxK9EE09nBNB6NjawFTkwm7"", ""1JiDrBixcfTLUxpq4ZOKkoJg89OEyY6J8G""]","[2.11695367, 2.11695367]","[2.11106641, 2.11106641]",0.01177451,P2SH
